LECROYWP7300A,47067,Waveform
Segments,1,SegmentSize,25002
Segment,TrigTime,TimeSinceSegment1
#1,04-Dec-2018 16:18:45,0                 
Time,Ampl
-2.502e-007,0.000716059
-2.5e-007,0.000647536
-2.498e-007,0.000404282
-2.496e-007,0.000188436
-2.494e-007,0.000208993
-2.492e-007,0.000421412
-2.49e-007,0.000589292
-2.488e-007,0.000548179
-2.486e-007,0.000366595
-2.484e-007,0.000208993
-2.482e-007,0.000212419
-2.48e-007,0.000400856
-2.478e-007,0.00058244
-2.476e-007,0.000579014
-2.474e-007,0.000448821
-2.472e-007,0.00033576
-2.47e-007,0.000376873
-2.468e-007,0.000524196
-2.466e-007,0.000568735
-2.464e-007,0.000431691
-2.462e-007,0.000202141
-2.46e-007,8.5653e-005
-2.458e-007,0.000208993
-2.456e-007,0.000462526
-2.454e-007,0.000637258
-2.452e-007,0.00058244
-2.45e-007,0.00033576
-2.448e-007,0.000171306
-2.446e-007,0.000253533
-2.444e-007,0.000493361
-2.442e-007,0.000650962
-2.44e-007,0.000579014
-2.438e-007,0.000366595
-2.436e-007,0.000195289
-2.434e-007,0.000219272
-2.432e-007,0.000431691
-2.43e-007,0.000620127
-2.428e-007,0.000585866
-2.426e-007,0.000346038
-2.424e-007,0.000137045
-2.422e-007,0.000140471
-2.42e-007,0.000342612
-2.418e-007,0.000541327
-2.416e-007,0.000551605
-2.414e-007,0.00041456
-2.412e-007,0.000294646
-2.41e-007,0.000342612
-2.408e-007,0.0005379
-2.406e-007,0.000640684
-2.404e-007,0.000558457
-2.402e-007,0.000363168
-2.4e-007,0.000178158
-2.398e-007,0.000181584
-2.396e-007,0.000359742
-2.394e-007,0.000534474
-2.392e-007,0.000548179
-2.39e-007,0.000400856
-2.388e-007,0.000239828
-2.386e-007,0.000256959
-2.384e-007,0.000435117
-2.382e-007,0.000575588
-2.38e-007,0.000568735
-2.378e-007,0.000424839
-2.376e-007,0.000284368
-2.374e-007,0.000308351
-2.372e-007,0.000496787
-2.37e-007,0.000668093
-2.368e-007,0.000620127
-2.366e-007,0.000370021
-2.364e-007,0.000150749
-2.362e-007,0.000154175
-2.36e-007,0.000373447
-2.358e-007,0.000585866
-2.356e-007,0.000602997
-2.354e-007,0.00041456
-2.352e-007,0.000164454
-2.35e-007,0.000126766
-2.348e-007,0.000339186
-2.346e-007,0.000568735
-2.344e-007,0.000657815
-2.342e-007,0.000548179
-2.34e-007,0.00039743
-2.338e-007,0.000390577
-2.336e-007,0.000510492
-2.334e-007,0.00058244
-2.332e-007,0.000448821
-2.33e-007,0.00018501
-2.328e-007,1.71306e-005
-2.326e-007,0.000102784
-2.324e-007,0.000421412
-2.322e-007,0.000702354
-2.32e-007,0.000722911
-2.318e-007,0.000513918
-2.316e-007,0.000284368
-2.314e-007,0.000236402
-2.312e-007,0.000390577
-2.31e-007,0.000555031
-2.308e-007,0.000527622
-2.306e-007,0.000301498
-2.304e-007,0.00012334
-2.302e-007,0.000202141
-2.3e-007,0.000493361
-2.298e-007,0.00075032
-2.296e-007,0.000753746
