LECROYWP7300A,47067,Waveform
Segments,1,SegmentSize,25002
Segment,TrigTime,TimeSinceSegment1
#1,04-Dec-2018 20:04:12,0                 
Time,Ampl
-2.502e-007,0.000496787
-2.5e-007,0.000349464
-2.498e-007,0.000315203
-2.496e-007,0.000483083
-2.494e-007,0.000702354
-2.492e-007,0.000709206
-2.49e-007,0.000489935
-2.488e-007,0.000284368
-2.486e-007,0.00029122
-2.484e-007,0.0004591
-2.482e-007,0.000602997
-2.48e-007,0.000572162
-2.478e-007,0.000394004
-2.476e-007,0.000301498
-2.474e-007,0.000400856
-2.472e-007,0.000534474
-2.47e-007,0.000534474
-2.468e-007,0.000390577
-2.466e-007,0.000280942
-2.464e-007,0.000383725
-2.462e-007,0.000620127
-2.46e-007,0.000740041
-2.458e-007,0.000626979
-2.456e-007,0.000387151
-2.454e-007,0.000260385
-2.452e-007,0.000359742
-2.45e-007,0.0005379
-2.448e-007,0.000561883
-2.446e-007,0.000438543
-2.444e-007,0.000346038
-2.442e-007,0.000407708
-2.44e-007,0.000589292
-2.438e-007,0.000664667
-2.436e-007,0.000507065
-2.434e-007,0.000298072
-2.432e-007,0.000236402
-2.43e-007,0.00039743
-2.428e-007,0.000626979
-2.426e-007,0.000668093
-2.424e-007,0.000513918
-2.422e-007,0.000366595
-2.42e-007,0.00035289
-2.418e-007,0.00047623
-2.416e-007,0.00058244
-2.414e-007,0.000500213
-2.412e-007,0.000356316
-2.41e-007,0.000349464
-2.408e-007,0.000462526
-2.406e-007,0.000551605
-2.404e-007,0.000500213
-2.402e-007,0.000356316
-2.4e-007,0.000328907
-2.398e-007,0.000479656
-2.396e-007,0.000657815
-2.394e-007,0.000695502
-2.392e-007,0.000524196
-2.39e-007,0.000287794
-2.388e-007,0.000236402
-2.386e-007,0.000387151
-2.384e-007,0.000513918
-2.382e-007,0.000486509
-2.38e-007,0.000346038
-2.378e-007,0.000280942
-2.376e-007,0.000452248
-2.374e-007,0.000692076
-2.372e-007,0.000770876
-2.37e-007,0.000620127
-2.368e-007,0.000400856
-2.366e-007,0.000322055
-2.364e-007,0.000448821
-2.362e-007,0.000589292
-2.36e-007,0.000510492
-2.358e-007,0.000284368
-2.356e-007,0.000161028
-2.354e-007,0.000294646
-2.352e-007,0.000541327
-2.35e-007,0.000654388
-2.348e-007,0.000551605
-2.346e-007,0.000411134
-2.344e-007,0.000404282
-2.342e-007,0.000524196
-2.34e-007,0.000616701
-2.338e-007,0.000531048
-2.336e-007,0.000332333
-2.334e-007,0.000280942
-2.332e-007,0.000465952
-2.33e-007,0.000678371
-2.328e-007,0.00068865
-2.326e-007,0.000483083
-2.324e-007,0.000250107
-2.322e-007,0.000236402
-2.32e-007,0.000404282
-2.318e-007,0.000534474
-2.316e-007,0.000496787
-2.314e-007,0.000380299
-2.312e-007,0.000346038
-2.31e-007,0.000507065
-2.308e-007,0.000719485
-2.306e-007,0.000736615
-2.304e-007,0.000517344
-2.302e-007,0.000284368
-2.3e-007,0.000277516
-2.298e-007,0.000452248
-2.296e-007,0.000572162
-2.294e-007,0.00052077
-2.292e-007,0.000383725
-2.29e-007,0.00035289
-2.288e-007,0.000483083
-2.286e-007,0.000633832
