LECROYWP7300A,47067,Waveform
Segments,1,SegmentSize,25002
Segment,TrigTime,TimeSinceSegment1
#1,04-Dec-2018 20:32:34,0                 
Time,Ampl
-2.502e-007,0.000270663
-2.5e-007,0.000294646
-2.498e-007,0.00041456
-2.496e-007,0.000455674
-2.494e-007,0.000346038
-2.492e-007,0.000215845
-2.49e-007,0.000222698
-2.488e-007,0.000373447
-2.486e-007,0.000541327
-2.484e-007,0.000565309
-2.482e-007,0.000455674
-2.48e-007,0.00033576
-2.478e-007,0.000349464
-2.476e-007,0.000479656
-2.474e-007,0.000555031
-2.472e-007,0.00047623
-2.47e-007,0.000356316
-2.468e-007,0.000315203
-2.466e-007,0.000363168
-2.464e-007,0.00039743
-2.462e-007,0.000332333
-2.46e-007,0.000219272
-2.458e-007,0.000212419
-2.456e-007,0.000349464
-2.454e-007,0.000469378
-2.452e-007,0.000472804
-2.45e-007,0.000380299
-2.448e-007,0.000318629
-2.446e-007,0.00039743
-2.444e-007,0.000575588
-2.442e-007,0.000654388
-2.44e-007,0.0005379
-2.438e-007,0.000366595
-2.436e-007,0.000301498
-2.434e-007,0.000383725
-2.432e-007,0.000455674
-2.43e-007,0.00039743
-2.428e-007,0.000250107
-2.426e-007,0.000154175
-2.424e-007,0.000208993
-2.422e-007,0.000349464
-2.42e-007,0.000428265
-2.418e-007,0.000404282
-2.416e-007,0.000356316
-2.414e-007,0.000383725
-2.412e-007,0.000500213
-2.41e-007,0.000568735
-2.408e-007,0.000500213
-2.406e-007,0.000373447
-2.404e-007,0.000318629
-2.402e-007,0.000356316
-2.4e-007,0.000428265
-2.398e-007,0.000421412
-2.396e-007,0.000315203
-2.394e-007,0.000239828
-2.392e-007,0.000256959
-2.39e-007,0.000363168
-2.388e-007,0.000472804
-2.386e-007,0.000445395
-2.384e-007,0.000322055
-2.382e-007,0.000304924
-2.38e-007,0.000441969
-2.378e-007,0.000527622
-2.376e-007,0.000462526
-2.374e-007,0.000328907
-2.372e-007,0.00024668
-2.37e-007,0.00033576
-2.368e-007,0.000496787
-2.366e-007,0.000561883
-2.364e-007,0.000438543
-2.362e-007,0.000263811
-2.36e-007,0.000243254
-2.358e-007,0.000363168
-2.356e-007,0.000469378
-2.354e-007,0.000455674
-2.352e-007,0.000363168
-2.35e-007,0.000346038
-2.348e-007,0.000452248
-2.346e-007,0.000548179
